CompanyNumber,NiceName,CompanyStatus
06708705,"Berkshire, Buckinghamshire, Milton Keynes and Oxfordshire (Bbo) Food Group C.i.c","Active - Proposal to Strike off"
SC412081,"Bespoke Community Development C.I.C.",Active
SC390510,"Bespoke Organic Events (Boe) Community Interest Company","Active - Proposal to Strike off"
07571482,"Best Interests of Children Community Interest Company",Active
03897768,"Best Training (Sheffield) CIC",Active
06973960,"Bestforbusiness Ea Community Interest Company",Active
07415419,"Better Access UK CIC",Active
07616703,"Better Communication CIC",Active
06993602,"Better Community Interest Company",Active
06005744,"Better Life Inspiration & Support Services Community Interest Company",Active
06202780,"Better Tomorrows Community Interest Company",Active
06285878,"Betterdays Cancer Care CIC",Active
06915591,"Bettertogether Community Interest Company",Active
07572335,"Bevan Healthcare C.I.C.",Active
07459961,"Beyond Brilliance CIC",Active
06678390,"Beyond Engagement Community Interest Company",Active
07974945,"Beyond Feelings - a Community Counselling Service C.I.C.",Active
06574315,"Beyond Limits Community Interest Company",Active
07465447,"Beyond Youth CIC",Active
07329377,"Bics Foundation Community Interest Company",Active
07743026,"Bicycle Links CIC",Active
07656369,"Bid Writer Services CIC",Active
06134536,"Bideford Railway Heritage Centre Community Interest Company",Active
06107650,"Big About Music Community Interest Company","Active - Proposal to Strike off"
07429604,"Big Ambitions CIC",Active
07264555,"Big Bang Education CIC",Active
07447696,"Big Breakthrough Cic","Active - Proposal to Strike off"
07475975,"Big Bright Light C.I.C.","Active - Proposal to Strike off"
07273028,"Big City Radio CIC",Active
07883409,"Big Ego Productions CIC",Active
SC355808,"Big Heart Horses Community Interest Company","Active - Proposal to Strike off"
07152205,"Big Light on C.I.C.",Active
07246891,"Big Radio C.i.c.","Active - Proposal to Strike off"
07941455,"Big Society Communications Community Interest Company",Active
07815137,"Big Society Funding Community Interest Company",Active
06552464,"Big Voice Media Community Interest Company","Active - Proposal to Strike off"
04025368,"Bigbarn C.I.C.",Active
06532874,"Bigfoot Arts Education (Wales) Community Interest Company",Active
07415426,"Bigger Fish Research Training and Consultancy Cic","Active - Proposal to Strike off"
07885892,"Bike for Life (South) C.I.C.",Active
06005739,"Bike Works Community Interest Company",Active
07858706,"Bike2life CIC",Active
07953744,"Bikeright! Futures Community Interest Company",Active
07301531,"Bikespace Community Interest Company",Active
07921099,"Bikewiser C.I.C.",Active
SC425214,"Bikingworx C.I.C.",Active
06892127,"Billinge Health & Fitness Studio Community Interest Company",Active
07103433,"Bio-Power Totnes Community Interest Company","Active - Proposal to Strike off"
05616346,"Space Station Edinburgh C.I.C.",Active
07754046,"Biofeedback Federation CIC",Active
07781856,"Biomation Productions C.I.C.",Active
07860304,"Biospheric Foundation C.I.C.",Active
07992674,"Birmingham & Solihull Social Economy Consortium C.I.C.",Active
06965825,"Birmingham Community Recycling Community Interest Company","Active - Proposal to Strike off"
07545014,"Birmingham Elderly Support Hub CIC","Active - Proposal to Strike off"
07861656,"Careerfirst CIC",Active
07320391,"Birmingham International Film Festivals C.I.C.",Active
07879134,"Birmingham Lithuanian Community C.I.C.",Active
07572401,"Birmingham Music Heritage Foundation CIC",Active
07628770,"Birmingham New Communities Network C.I.C.",Active
05835280,"Birmingham Victory Youth Centre Community Interest Company",Active
07300550,"Birth 2 Potty C.I.C.",Active
06829893,"Bishop's Castle Tourism Community Interest Company",Active
06845755,"Bishops Frome Community Shop Community Interest Company",Active
06620332,"Bishops Lydeard Association Football Club Community Interest Company",Active
07718863,"Bishops Stortford Ulr C.I.C.",Active
07352454,"Bishopwearmouth Landscapes Community Interest Company",Active
08074035,"Bisley Environment and Sustainability Trust CIC",Active
07421634,"Bite the Ballot Community Interest Company",Active
06363720,"Bittern Countryside Community Interest Company",Active
07564734,"Biuro Porad CIC",Active
07449220,"Bivo Aid Community Interest Company",Active
06513146,"BJ'S Facilities Management Community Interest Company",Active
07499435,"Bla Foundation CIC",Active
06717790,"Black Youth Achievements Community Interest Company",Active
06892272,"Blackberry Fair Community Interest Company",Active
06909507,"Blackbird Leys It Zone Community Interest Company",Active
07642349,"Blackburn & Darwen Dial-a-Ride CIC",Active
07938298,"Blackburn Studio School Community Interest Company",Active
07109419,"Blackfriars Medieval Garden Community Interest Company",Active
06725382,"Blackley Village Recreation Association (Bvra Sports) Community Interest Company",Active
07648408,"Blacknore Lighthouse Trust CIC",Active
07228502,"Blackpool & Fylde Children's Pantomime CIC",Active
05016242,"Blackpool C.I.C.",Active
03970183,"Blackpool Circus School Community Interest Company",Active
06736966,"Blackpool Fringe Group Community Interest Company",Active
06091208,"Blackpool Music Academy C.I.C.",Active
06567453,"Blackpool Promoting Music Community Interest Company","Active - Proposal to Strike off"
SC352790,"Blackrock Productions Community Interest Company",Active
07753303,"Blaen Bran Woodland Services Community Interest Company",Active
SC387402,"Blairgowrie Christian Fellowship Outreach Enterprises CIC",Active
SC326190,"Blairmore Village Trust Community Interest Company",Active
07487586,"Blaze FM - Community Internet Radio C.I.C.",Active
07378450,"Blewbury Village Community Interest Company",Active
07946290,"Blogger Enterprises CIC","Active - Proposal to Strike off"
07176771,"Bloomsbury Cutting Edge Community Interest Company",Active
06885623,"Bloomtrigger C.I.C.",Active
07992789,"Bloxwich Business Partnership C.I.C.",Active
07775319,"Blue Mountain Women's Enterprise CIC",Active
07762402,"Blue Rock Community, CIC",Active
07450165,"Blue Sky Project Solutions Cic",Active
06768968,"Blue Skyz Healing Community Interest Company",Active
07344116,"Blue Slide Cic",Active
08011697,"Blue Vale Holistic Services Community Interest Company","Active - Proposal to Strike off"
07253184,"Blueprint Enterprises C.I.C.",Active
05821153,"Blues and Beer Community Interest Company",Active
07420187,"Bluey's Community Cic",Active
06658208,"Bme Network Community Interest Company",Active
06448152,"Boat SKWL Community Interest Company","Active - Proposal to Strike off"
07886714,"Boats & Ropes Community Interest Company",Active
07798662,"Bodyplus Fitness and Leisure C.I.C.",Active
07329058,"Boingboing Resilience CIC",Active
07789251,"Bold as Brass Productions CIC",Active
07662828,"Bold Tendencies Community Interest Company",Active
07572720,"Bolton Community Practice C.I.C.",Active
06352549,"Bolton F.M. Community Interest Company",Active
07597355,"Bolton Smart Enterprise C.I.C.",Active
06702155,"Boni Kidz C.i.c",Active
07593392,"Book of You C.I.C.",Active
SC292109,"Bookdonors Community Interest Company",Active
07705419,"Bookish People CIC",Active
07557861,"Books Beyond Words Community Interest Company",Active
07791860,"Books for Keeps Community Interest Company",Active
07626232,"Inspiring Progress CIC",Active
06935188,"Bootworks Theatre Community Interest Company",Active
SC346230,"Border Voices Community Interest Company",Active
05163752,"Borderlines Film Festival C.I.C.",Active
06810668,"Bordesley Abbey Project CIC","Active - Proposal to Strike off"
07326714,"Born 4 Sport CIC",Active
07670354,"Boscombe and Springbourne Engagement Project C.I.C.",Active
07982308,"Boscombe Community Interest Company",Active
06661445,"Boss Employment C.i.c",Active
06918260,"Both Worlds Community Interest Company",Active
06363660,"Bounce Back FFH CIC","Active - Proposal to Strike off"
07713259,"Bounce Back Employment Services CIC",Active
NI611756,"Bounce Education C.I.C.",Active
06836766,"Bounce Theatre Community Interest Company",Active
06851037,"Bounceback Community Interest Company",Active
07786654,"Boundaries & Multicultural Evolution C.I.C.",Active
06926231,"Bourne2play CIC",Active
07757781,"Bournemouth Interpreters' Group C.I.C.",Active
08078476,"Boyan Maga School CIC",Active
07174935,"Boys Development Project CIC",Active
07784839,"Brackley Community Development Trust C.I.C.",Active
05866431,"Bradford Centre for Nonviolence CIC",Active
07656431,"Bradical CIC",Active
07856253,"Bradwell Action C.I.C.",Active
07258301,"Braena Community Interest Company",Active
07990695,"Bram Stoker Arts and Film Festival CIC","Active - Proposal to Strike off"
06458667,"Branston Computer Clinic Community Interest Company",Active
05922569,"Brantham Management Community Interest Company",Active
06936232,"Brass Bottle Community Interest Company","Active - Proposal to Strike off"
07205614,"Bratton Fleming Pre-School Community Interest Company",Active
07560530,"Braunston Village Weekend CIC",Active
07351314,"Bravo Infraculture CIC",Active
07751787,"Brayhead Social Media Production Community Interest Company",Active
05277105,"Sporting Inspirations CIC",Active
07875016,"Bread & Roses C.I.C.",Active
SC403734,"Breadshare Community Interest Company",Active
07503951,"Break Away North West CIC",Active
07288943,"Break Barriers C.I.C.",Active
07925107,"Breakin' Out CIC","Active - Proposal to Strike off"
05639576,"Breaking Through the Barriers (BTTB) Community Interest Company","Active - Proposal to Strike off"
07352155,"Breakout Media Academy Community Interest Company","Active - Proposal to Strike off"
07610921,"Breakshot Studios Community Interest Company",Active
07464228,"Breakthru' Support Services C.I.C.","Active - Proposal to Strike off"
07555017,"Breathe Barbury Community Interest Company","Active - Proposal to Strike off"
05016384,"Breathworks Community Interest Company",Active
06879295,"Breckland Care at Home Community Interest Company",Active
05799444,"Bredfield Village Shop Community Interest Company",Active
07277034,"Brent Visions CIC",Active
07572980,"Brentwood Community Print Community Interest Company",Active
07572668,"Brew on Community Interest Company",Active
06936713,"Brian Green Consultancy Community Interest Company",Active
05916255,"Briar House Resources Community Interest Company",Active
06982488,"Bricks & Bread Sustainable Living Centres CIC",Active
07559282,"Malvern Cycles C.I.C.",Active
07580724,"Bridge Intepreting Translating and Training Services C.I.C.",Active
07380763,"Bridge Social Enterprises CIC",Active
SC397000,"Bridgend Allotment Community Interest Company",Active
06181144,"Bridgnorth Development Trust CIC","Active - Proposal to Strike off"
06840504,"Bridport Renewable Energy Group Community Interest Company",Active
07440242,"Brigantia Health C.I.C.",Active
06220283,"Bright Ideas Social Enterprise CIC",Active
08011948,"Bright Kids Learning Centre C.I.C.",Active
07096056,"Bright Path Ishayas C.i.c",Active
07872662,"Bright Sparks Science C.I.C.",Active
07021842,"Bright Stars Pre-School Community Interest Company",Active
07954192,"Bright Start Media Community Interest Company",Active
05895907,"Bright Street Project CIC",Active
08090983,"Brightergy Solutions C.I.C.","Active - Proposal to Strike off"
07463661,"Brightheartuk Cic",Active
04629178,"Brighton and Hove Food and Drinks Lovers Festival CIC",Active
07363938,"Brighton and Hove 10:10 C.I.C.",Active
06632945,"Brighton Carnival Association Community Interest Company","Active - Proposal to Strike off"
08002210,"Brighton Community Darkroom C.I.C.",Active
06940758,"Brighton Live Productions Community Interest Company",Active
07382160,"Brighton Music Awards Community Interest Company",Active
07559980,"Brighton Open Market CIC",Active
07612375,"Brighton School of Singing CIC",Active
07892794,"Brightstone Community Services CIC",Active
06972608,"Brilliant Brains Partnership Community Interest Company",Active
07293274,"Brilliant Fish Community Interest Company",Active
07165681,"Bringing Communities Together (BCT) Community Interest Company",Active
08012082,"Bristol Airport Community Fund CIC",Active
07954249,"Bristol Biennial CIC",Active
07578755,"Bristol Bike Project CIC",Active
07518101,"Bristol Braille Technology CIC",Active
07582710,"Bristol Community Health C.I.C.",Active
06842543,"Bristol Films Community Interest Company",Active
07300178,"Bristol Green Doors Community Interest Company",Active
07401111,"Bristol Indie Soul Mixer Community Interest Company",Active
06124865,"Bristol Media Group CIC",Active
07346360,"Bristol Pound CIC",Active
07694146,"Bristol Power C.I.C.",Active
07553793,"Bristol Together Community Interest Company",Active
07696743,"Bristol Trates Community Interest Company",Active
07422492,"British Academy of Rolfing Structural Integration CIC",Active
06234501,"British Arabs Community Interest Company",Active
07459906,"British Electric Bicycle Association Community Interest Company",Active
SC417647,"British Forces Philatelic Service Community Interest Company",Active
06805651,"British Moroccan Assembly C.I.C.",Active
06636564,"British Nordic Walking C.I.C.",Active
06955281,"Brixton Market Traders' Federation Community Interest Company",Active
07635113,"Brixton Pound CIC",Active
07883794,"BRM Theatre C.I.C.","Active - Proposal to Strike off"
